id,name_en,name_fr,price,comments,count,condition,expansion,status,from,last_edited,is_signed,is_first_ed,is_altered,is_foil,is_reverse_holo,is_playset,game_id,language_id,currency_id,product_id,seller_id,created_at,updated_at,category_id
1,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
2,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
3,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
4,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
5,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
6,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
7,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
8,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
9,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
10,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
11,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
12,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
13,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
14,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
15,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
16,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
17,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
18,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
19,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
20,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
21,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
22,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
23,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
24,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
25,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
26,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
27,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
28,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
29,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
30,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
31,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
32,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
33,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
34,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
35,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
36,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
37,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
38,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
39,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
40,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
41,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
42,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
43,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
44,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
45,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
46,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
47,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
48,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
49,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
50,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
51,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
52,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
53,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
54,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
55,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
56,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
57,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
58,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
59,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
60,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
61,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
62,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
63,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
64,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
65,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
66,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
67,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
68,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
69,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
70,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
71,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
72,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
73,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
74,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
75,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
76,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
77,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
78,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
79,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
80,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
81,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
82,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
83,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
84,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
85,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
86,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
87,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
88,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
89,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
90,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
91,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
92,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
93,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
94,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
95,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
96,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
97,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
98,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
99,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
100,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
101,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
102,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
103,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
104,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
105,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
106,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
107,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
108,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
109,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
110,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
111,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
112,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
113,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
114,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
115,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
116,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
117,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
118,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
119,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
120,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
121,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
122,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
123,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
124,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
125,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
126,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
127,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
128,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
129,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
130,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
131,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
132,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
133,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
134,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
135,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
136,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
137,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
138,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
139,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
140,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
141,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
142,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
143,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
144,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
145,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
146,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
147,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
148,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
149,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
150,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
151,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
152,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
153,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
154,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
155,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
156,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
157,,,NaN,,NaN,,,,,,,false,,,,,,NaN,,NaN,,,,
